Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
The Thing,6.2,(I) (2011),"Horror, Mystery, Sci-Fi",R,['Matthijs van Heijningen Jr.'],"['Mary Elizabeth Winstead', 'Joel Edgerton', 'Ulrich Thomsen', 'Eric Christian Olsen']","At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson."
Real Steel,7.1,-2011,"Action, Drama, Family",PG-13,['Shawn Levy'],"['Hugh Jackman', 'Evangeline Lilly', 'Dakota Goyo', 'Anthony Mackie']","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot."
The Change-Up,6.3,-2011,"Comedy, Fantasy",R,['David Dobkin'],"['Jason Bateman', 'Ryan Reynolds', 'Olivia Wilde', 'Leslie Mann']","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies."
Sleeping Beauty,5.3,-2011,"Drama, Romance, Thriller",Not Rated,['Julia Leigh'],"['Emily Browning', 'Rachael Blake', 'Ewen Leslie', 'Bridgette Barrett']","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires."
The Descendants,7.3,-2011,"Comedy, Drama",R,['Alexander Payne'],"['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause']",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
The Tree of Life,6.8,-2011,"Drama, Fantasy",PG-13,['Terrence Malick'],"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken']","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings."
You're Next,6.5,-2011,"Horror, Thriller",R,['Adam Wingard'],"['Sharni Vinson', 'Joe Swanberg', 'AJ Bowen', 'Nicholas Tucci']","When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back."
The Grey,6.8,-2011,"Action, Adventure, Drama",R,['Joe Carnahan'],"['Liam Neeson', 'Dermot Mulroney', 'Frank Grillo', 'Dallas Roberts']","After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step."
Cars 2,6.2,-2011,"Animation, Adventure, Comedy",G,"['John Lasseter', 'Brad Lewis']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer']",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
One Day,7,-2011,"Drama, Romance",PG-13,['Lone Scherfig'],"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson', 'Tom Mison']","After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day."
Rio,6.9,-2011,"Animation, Adventure, Comedy",G,['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'George Lopez', 'Karen Disher']","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
The Raid: Redemption,7.6,-2011,"Action, Crime, Thriller",R,['Gareth Evans'],"['Iko Uwais', 'Ananda George', 'Ray Sahetapy', 'Donny Alamsyah']",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
Rise of the Planet of the Apes,7.6,-2011,"Action, Drama, Sci-Fi",PG-13,['Rupert Wyatt'],"['James Franco', 'Andy Serkis', 'Freida Pinto', 'Karin Konoval']",A substance designed to help the brain repair itself gives rise to a super-intelligent chimpanzee who leads an ape uprising.
The Woman,6,(I) (2011),Horror,R,['Lucky McKee'],"['Pollyanna McIntosh', 'Brandon Gerald Fuller', 'Lauren Ashley Carter', 'Chris Krzykowski']","When a successful country lawyer captures and attempts to ""civilize"" the last remaining member of a violent clan that has roamed the Northeast coast for decades, he puts the lives of his family in jeopardy."
Like Crazy,6.7,-2011,"Drama, Romance",PG-13,['Drake Doremus'],"['Felicity Jones', 'Anton Yelchin', 'Jennifer Lawrence', 'Charlie Bewley']","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa."
J. Edgar,6.6,-2011,"Biography, Crime, Drama",R,['Clint Eastwood'],"['Leonardo DiCaprio', 'Armie Hammer', 'Naomi Watts', 'Josh Hamilton']","J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life."
Melancholia,7.1,-2011,"Drama, Fantasy, Sci-Fi",R,['Lars von Trier'],"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Alexander Skarsg\xc3\xa5rd']",Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
War Horse,7.2,-2011,"Drama, War",PG-13,['Steven Spielberg'],"['Jeremy Irvine', 'Emily Watson', 'David Thewlis', 'Benedict Cumberbatch']",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.
Abduction,5.1,(I) (2011),"Action, Mystery, Thriller",PG-13,['John Singleton'],"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jake Andolina']",A thriller centered on a young man who sets out to uncover the truth about his life after finding his baby photo on a missing persons website.
The Adventures of Tintin,7.4,-2011,"Animation, Action, Adventure",PG,['Steven Spielberg'],"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Simon Pegg']",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.
Cowboys & Aliens,6,-2011,"Action, Sci-Fi, Thriller",PG-13,['Jon Favreau'],"['Daniel Craig', 'Harrison Ford', 'Olivia Wilde', 'Abigail Spencer']","A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
Young Adult,6.3,-2011,"Comedy, Drama",R,['Jason Reitman'],"['Charlize Theron', 'Patrick Wilson', 'Patton Oswalt', 'Elizabeth Reaser']","Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter."
The Hangover Part II,6.5,-2011,"Comedy, Mystery",R,['Todd Phillips'],"['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms', 'Justin Bartha']","Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry."
The Adjustment Bureau,7.1,-2011,"Romance, Sci-Fi, Thriller",PG-13,['George Nolfi'],"['Matt Damon', 'Emily Blunt', 'Lisa Thoreson', 'Florence Kastriner']",The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.
Winnie the Pooh,7.2,-2011,"Animation, Adventure, Comedy",G,"['Stephen J. Anderson', 'Don Hall']","['Jim Cummings', 'Craig Ferguson', 'John Cleese', 'Bud Luckey']","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called, The Backson."
Scream 4,6.2,-2011,"Horror, Mystery",R,['Wes Craven'],"['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Lucy Hale']","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
Jane Eyre,7.4,-2011,"Drama, Romance",PG-13,['Cary Joji Fukunaga'],"['Mia Wasikowska', 'Michael Fassbender', 'Jamie Bell', 'Su Elliot']",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.
The Three Musketeers,5.8,-2011,"Action, Adventure, Romance",PG-13,['Paul W.S. Anderson'],"['Logan Lerman', 'Matthew Macfadyen', 'Ray Stevenson', 'Milla Jovovich']",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.
The Human Centipede II (Full Sequence),3.9,-2011,Horror,Not Rated,['Tom Six'],"['Laurence R. Harvey', 'Ashlynn Yennie', 'Maddi Black', 'Kandace Caine']","Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy."
Footloose,5.9,-2011,"Comedy, Drama, Music",PG-13,['Craig Brewer'],"['Kenny Wormald', 'Julianne Hough', 'Dennis Quaid', 'Andie MacDowell']","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
No Strings Attached,6.2,(I) (2011),"Comedy, Romance",R,['Ivan Reitman'],"['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline', 'Cary Elwes']","A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
Pirates of the Caribbean: On Stranger Tides,6.6,-2011,"Action, Adventure, Fantasy",PG-13,['Rob Marshall'],"['Johnny Depp', 'Pen\xc3\xa9lope Cruz', 'Ian McShane', 'Geoffrey Rush']","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
Hall Pass,5.9,-2011,"Comedy, Romance",R,"['Bobby Farrelly', 'Peter Farrelly']","['Owen Wilson', 'Jason Sudeikis', 'Christina Applegate', 'Jenna Fischer']","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
Midnight in Paris,7.7,-2011,"Comedy, Fantasy, Romance",PG-13,['Woody Allen'],"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']","While on a trip to Paris with his fianc̩e's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight."
Transformers: Dark of the Moon,6.3,-2011,"Action, Adventure, Sci-Fi",PG-13,['Michael Bay'],"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Tyrese Gibson', 'Josh Duhamel']","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
Sucker Punch,6.1,-2011,"Action, Fantasy",PG-13,['Zack Snyder'],"['Emily Browning', 'Vanessa Hudgens', 'Abbie Cornish', 'Jena Malone']","A young girl is institutionalized by her abusive stepfather, retreating to an alternative reality as a coping strategy, envisioning a plan to help her escape."
We Bought a Zoo,7.1,-2011,"Comedy, Drama, Family",PG,['Cameron Crowe'],"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church', 'Elle Fanning']","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo."
Immortals,6,-2011,"Action, Drama, Fantasy",R,['Tarsem Singh'],"['Henry Cavill', 'Mickey Rourke', 'John Hurt', 'Stephen Dorff']","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
Friends with Benefits,6.6,-2011,"Comedy, Romance",R,['Will Gluck'],"['Mila Kunis', 'Justin Timberlake', 'Patricia Clarkson', 'Jenna Elfman']","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications."
Horrible Bosses,6.9,-2011,"Comedy, Crime",R,['Seth Gordon'],"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis', 'Steve Wiebe']",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
Shame,7.2,-2011,Drama,NC-17,['Steve McQueen'],"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Lucy Walters']",A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.
Fright Night,6.4,-2011,"Action, Comedy, Horror",R,['Craig Gillespie'],"['Anton Yelchin', 'Colin Farrell', 'David Tennant', 'Toni Collette']","After a new neighbor moved into the house next door, Charley discovers that he is an ancient vampire and goes in search for the help of Peter Vincent, a famous ""vampire killer"" to save his neighborhood from the creature."
Sherlock Holmes: A Game of Shadows,7.5,-2011,"Action, Adventure, Crime",PG-13,['Guy Ritchie'],"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']","Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty."
We Need to Talk About Kevin,7.5,-2011,"Drama, Mystery, Thriller",R,['Lynne Ramsay'],"['Tilda Swinton', 'John C. Reilly', 'Ezra Miller', 'Jasper Newell']","Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined."
The Twilight Saga: Breaking Dawn - Part 1,4.9,-2011,"Adventure, Drama, Fantasy",PG-13,['Bill Condon'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Gil Birmingham']","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
Moneyball,7.6,-2011,"Biography, Drama, Sport",PG-13,['Bennett Miller'],"['Brad Pitt', 'Robin Wright', 'Jonah Hill', 'Philip Seymour Hoffman']",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
Paul,7,-2011,"Adventure, Comedy, Sci-Fi",R,['Greg Mottola'],"['Simon Pegg', 'Nick Frost', 'Seth Rogen', 'Mia Stallard']",Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
Conan the Barbarian,5.2,-2011,"Action, Adventure, Fantasy",R,['Marcus Nispel'],"['Jason Momoa', 'Ron Perlman', 'Rose McGowan', 'Stephen Lang']",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.
Bad Teacher,5.7,-2011,Comedy,R,['Jake Kasdan'],"['Cameron Diaz', 'Jason Segel', 'Justin Timberlake', 'Lucy Punch']","A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fianc̩ dumps her."
A Few Best Men,5.7,-2011,"Comedy, Romance",Not Rated,['Stephan Elliott'],"['Laura Brent', 'Xavier Samuel', 'Kris Marshall', 'Kevin Bishop']",A groom and his three best men travel to the Australian outback for a wedding.
Mission: Impossible - Ghost Protocol,7.4,-2011,"Action, Adventure, Thriller",PG-13,['Brad Bird'],"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton']","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
