,movie_id,genre_id,genre_name
2229,763,2,Thriller
2230,764,0,Crime
2231,764,2,Thriller
2232,764,17,Biography
2233,764,6,Drama
2234,765,6,Drama
2235,766,11,Historical
2236,766,10,History
2237,766,17,Biography
2238,766,6,Drama
2239,767,0,Crime
2240,767,7,Action
2241,767,3,Comedy
2242,768,20,Music
2243,768,17,Biography
2244,768,6,Drama
2245,769,20,Music
2246,769,17,Biography
2247,769,6,Drama
2248,770,0,Crime
2249,770,17,Biography
2250,770,6,Drama
2251,771,16,Romance
2252,771,6,Drama
2253,771,3,Comedy
2254,772,16,Romance
2255,772,17,Biography
2256,772,6,Drama
2257,772,3,Comedy
2258,773,0,Crime
2259,773,6,Drama
2260,773,7,Action
2261,774,12,War
2262,774,10,History
2263,774,6,Drama
2264,775,0,Crime
2265,775,6,Drama
2266,775,3,Comedy
2267,776,16,Romance
2268,776,6,Drama
2269,777,0,Crime
2270,777,8,Mystery
2271,777,6,Drama
2272,778,19,Sport
2273,778,7,Action
2274,778,3,Comedy
2275,779,19,Sport
2276,779,16,Romance
2277,779,3,Comedy
2278,780,14,Fantasy
2279,780,7,Action
2280,780,5,Adventure
2281,781,0,Crime
2282,781,10,History
2283,781,6,Drama
2284,782,5,Adventure
2285,782,3,Comedy
2286,783,14,Fantasy
2287,783,7,Action
2288,783,5,Adventure
2289,784,20,Music
2290,784,18,Musical
2291,784,6,Drama
2292,784,3,Comedy
2293,785,0,Crime
2294,785,6,Drama
2295,785,2,Thriller
2296,785,7,Action
2297,786,14,Fantasy
2298,786,9,Sci-Fi
2299,786,6,Drama
2300,787,16,Romance
2301,787,6,Drama
2302,787,3,Comedy
2303,788,11,Historical
2304,788,10,History
2305,788,17,Biography
2306,788,6,Drama
2307,789,14,Fantasy
2308,789,7,Action
2309,789,5,Adventure
2310,790,6,Drama
2311,790,7,Action
2312,790,3,Comedy
2313,791,1,Horror
2314,791,2,Thriller
2315,792,0,Crime
2316,792,7,Action
2317,792,3,Comedy
2318,793,0,Crime
2319,793,6,Drama
2320,793,2,Thriller
2321,793,7,Action
2322,794,14,Fantasy
2323,794,1,Horror
2324,794,8,Mystery
2325,795,1,Horror
2326,795,9,Sci-Fi
2327,795,7,Action
